CountyState,FIPSCode,MothersRace,Year,TeenBirths,TeenFemalePopulation,TeenFertilityRate,AveragePrenatalVisits
"Berkeley County, SC",45015,Black or African American,2019,43,2119,20.29,9.65
"Berkeley County, SC",45015,White,2019,84,4227,19.87,9.23
"Charleston County, SC",45019,Black or African American,2019,125,3380,36.98,8.98
"Charleston County, SC",45019,White,2019,74,7340,10.08,8.55
"Dorchester County, SC",45035,Black or African American,2019,39,1516,25.73,8.95
"Dorchester County, SC",45035,White,2019,44,3254,13.52,9.93
"Florence County, SC",45041,Black or African American,2019,82,2058,39.84,10.39
"Florence County, SC",45041,White,2019,43,2078,20.69,11.16
"Greenville County, SC",45045,Black or African American,2019,102,3170,32.18,10
"Greenville County, SC",45045,White,2019,207,11782,17.57,10.52
"Horry County, SC",45051,Black or African American,2019,53,1701,31.16,12.19
"Horry County, SC",45051,White,2019,129,6795,18.98,11.36
"Lexington County, SC",45063,Black or African American,2019,56,1800,31.11,11.66
"Lexington County, SC",45063,White,2019,105,6656,15.78,12.2
"Pickens County, SC",45077,White,2019,78,4929,15.82,11.51
"Richland County, SC",45079,Black or African American,2019,156,7781,20.05,12.03
"Richland County, SC",45079,White,2019,45,6988,6.44,11.18
"Spartanburg County, SC",45083,Black or African American,2019,66,2443,27.02,13.92
"Spartanburg County, SC",45083,White,2019,146,7301,20,12.26
"Sumter County, SC",45085,Black or African American,2019,66,1787,36.93,9.8
"Sumter County, SC",45085,White,2019,31,1334,23.24,11.8
"York County, SC",45091,Black or African American,2019,57,2070,27.54,11.12
"York County, SC",45091,White,2019,78,6628,11.77,11.35
"Unidentified Counties, SC",45999,Black or African American,2019,495,14690,33.7,10.64
"Unidentified Counties, SC",45999,White,2019,504,19345,26.05,11.75
"Minnehaha County, SD",46099,American Indian or Alaska Native,2019,13,228,57.02,8.46
"Minnehaha County, SD",46099,Black or African American,2019,14,382,36.65,8
"Minnehaha County, SD",46099,White,2019,57,4688,12.16,10.82
"Pennington County, SD",46103,American Indian or Alaska Native,2019,42,533,78.8,8.36
"Pennington County, SD",46103,White,2019,35,2308,15.16,9.94
"Unidentified Counties, SD",46999,American Indian or Alaska Native,2019,187,2898,64.53,6.78
"Unidentified Counties, SD",46999,White,2019,131,14983,8.74,10.18
"Blount County, TN",47009,White,2019,65,3511,18.51,12.02
"Davidson County, TN",47037,Asian,2019,11,975,11.28,8
"Davidson County, TN",47037,Black or African American,2019,194,7015,27.66,9.09
"Davidson County, TN",47037,White,2019,237,10437,22.71,8.76
"Hamilton County, TN",47065,Black or African American,2019,77,2557,30.11,9.88
"Hamilton County, TN",47065,White,2019,120,7764,15.46,9.5
"Knox County, TN",47093,Black or African American,2019,51,1718,29.69,13.22
"Knox County, TN",47093,White,2019,170,12425,13.68,12.32
"Montgomery County, TN",47125,Black or African American,2019,46,1605,28.66,8.74
"Montgomery County, TN",47125,White,2019,98,4239,23.12,9.99
"Rutherford County, TN",47149,Black or African American,2019,45,2178,20.66,8.77
"Rutherford County, TN",47149,White,2019,141,8387,16.81,10.09
"Shelby County, TN",47157,Black or African American,2019,787,17593,44.73,8.55
"Shelby County, TN",47157,White,2019,177,10554,16.77,9.27
"Sullivan County, TN",47163,White,2019,114,3888,29.32,10.72
"Sumner County, TN",47165,White,2019,87,4841,17.97,9.17
"Washington County, TN",47179,White,2019,57,3709,15.37,10.5
"Williamson County, TN",47187,White,2019,23,7895,2.91,11.18
"Wilson County, TN",47189,White,2019,47,3703,12.69,10.58
"Unidentified Counties, TN",47999,American Indian or Alaska Native,2019,10,404,24.75,11.2
"Unidentified Counties, TN",47999,Black or African American,2019,231,6968,33.15,10.11
"Unidentified Counties, TN",47999,White,2019,1951,71915,27.13,11.1
"Bell County, TX",48027,Black or African American,2019,102,3355,30.4,9.98
"Bell County, TX",48027,White,2019,205,7418,27.64,10.58
"Bexar County, TX",48029,Black or African American,2019,147,6125,24,9.71
"Bexar County, TX",48029,White,2019,1453,58424,24.87,10.24
"Brazoria County, TX",48039,Black or African American,2019,28,1854,15.1,9.64
"Brazoria County, TX",48039,White,2019,193,9241,20.89,9.39
"Brazos County, TX",48041,Black or African American,2019,42,1143,36.75,9.43
"Brazos County, TX",48041,White,2019,121,8965,13.5,9.26
"Cameron County, TX",48061,White,2019,671,17394,38.58,10.31
"Collin County, TX",48085,Black or African American,2019,53,4301,12.32,9.71
"Collin County, TX",48085,White,2019,210,24670,8.51,10.15
"Comal County, TX",48091,White,2019,67,4378,15.3,9.55
"Dallas County, TX",48113,Asian,2019,20,4531,4.41,9.05
"Dallas County, TX",48113,Black or African American,2019,579,20775,27.87,7.75
"Dallas County, TX",48113,White,2019,1864,58880,31.66,8.7
"Denton County, TX",48121,Black or African American,2019,46,3852,11.94,9.7
"Denton County, TX",48121,White,2019,247,23233,10.63,9.7
"Ector County, TX",48135,Black or African American,2019,13,320,40.62,10.08
"Ector County, TX",48135,White,2019,263,5319,49.45,9.5
"Ellis County, TX",48139,Black or African American,2019,19,894,21.25,7.37
"Ellis County, TX",48139,White,2019,105,5344,19.65,8.6
"El Paso County, TX",48141,Black or African American,2019,19,1029,18.46,10.58
"El Paso County, TX",48141,White,2019,942,28416,33.15,8.55
"Fort Bend County, TX",48157,Black or African American,2019,61,6818,8.95,8.7
"Fort Bend County, TX",48157,White,2019,148,16075,9.21,9.37
"Galveston County, TX",48167,Black or African American,2019,33,1686,19.57,9.53
"Galveston County, TX",48167,White,2019,143,8743,16.36,10.49
"Grayson County, TX",48181,Black or African American,2019,14,321,43.61,9.07
"Grayson County, TX",48181,White,2019,106,3648,29.06,10.43
"Gregg County, TX",48183,Black or African American,2019,31,950,32.63,9.52
"Gregg County, TX",48183,White,2019,94,2843,33.06,10.05
"Guadalupe County, TX",48187,White,2019,89,4834,18.41,9.73
"Harris County, TX",48201,American Indian or Alaska Native,2019,12,2153,5.57,9.25
"Harris County, TX",48201,Asian,2019,24,9165,2.62,8.12
"Harris County, TX",48201,Black or African American,2019,832,31959,26.03,8.4
"Harris County, TX",48201,Native Hawaiian or Other Pacific Islander,2019,12,189,63.49,6
"Harris County, TX",48201,White,2019,2895,110791,26.13,8.75
"Hays County, TX",48209,White,2019,131,8270,15.84,9.58
"Hidalgo County, TX",48215,White,2019,1395,36858,37.85,10.48
"Jefferson County, TX",48245,Black or African American,2019,136,2913,46.69,9.67
"Jefferson County, TX",48245,White,2019,131,4263,30.73,10.23
"Johnson County, TX",48251,White,2019,138,5295,26.06,9.18
"Kaufman County, TX",48257,Black or African American,2019,24,711,33.76,10.42
"Kaufman County, TX",48257,White,2019,66,3733,17.68,10.08
"Lubbock County, TX",48303,Black or African American,2019,54,1083,49.86,10.23
"Lubbock County, TX",48303,White,2019,274,11424,23.98,10.92
"McLennan County, TX",48309,Black or African American,2019,80,1611,49.66,9.32
"McLennan County, TX",48309,White,2019,168,7959,21.11,10.75
"Midland County, TX",48329,Black or African American,2019,18,402,44.78,10.56
"Midland County, TX",48329,White,2019,184,4724,38.95,9.69
"Montgomery County, TX",48339,Black or African American,2019,23,1237,18.59,9.39
"Montgomery County, TX",48339,White,2019,271,17969,15.08,9.36
"Nueces County, TX",48355,Black or African American,2019,13,633,20.54,9.08
"Nueces County, TX",48355,White,2019,325,11196,29.03,8.56
"Parker County, TX",48367,White,2019,89,4366,20.38,10.31
"Potter County, TX",48375,Black or African American,2019,13,367,35.42,9.85
"Potter County, TX",48375,White,2019,150,3062,48.99,9.47
"Randall County, TX",48381,White,2019,89,4198,21.2,10.15
"Smith County, TX",48423,Black or African American,2019,33,1732,19.05,10.55
"Smith County, TX",48423,White,2019,145,5930,24.45,10.57
"Tarrant County, TX",48439,Asian,2019,14,4303,3.25,8.5
"Tarrant County, TX",48439,Black or African American,2019,391,14702,26.6,6.94
"Tarrant County, TX",48439,White,2019,984,52331,18.8,8.34
"Taylor County, TX",48441,Black or African American,2019,17,600,28.33,9.12
"Taylor County, TX",48441,White,2019,123,4299,28.61,9.63
"Tom Green County, TX",48451,White,2019,109,3828,28.47,10.73
"Travis County, TX",48453,Black or African American,2019,111,3731,29.75,10.03
"Travis County, TX",48453,White,2019,633,29154,21.71,10.37
"Webb County, TX",48479,White,2019,530,11766,45.05,8.51
"Wichita County, TX",48485,Black or African American,2019,26,545,47.71,11.5
"Wichita County, TX",48485,White,2019,88,3626,24.27,10.7
"Williamson County, TX",48491,Black or African American,2019,29,1557,18.63,11.41
"Williamson County, TX",48491,White,2019,157,15488,10.14,10.96
"Unidentified Counties, TX",48999,American Indian or Alaska Native,2019,25,2001,12.49,8.32
"Unidentified Counties, TX",48999,Asian,2019,16,1659,9.64,6.75
"Unidentified Counties, TX",48999,Black or African American,2019,456,15267,29.87,9.5
"Unidentified Counties, TX",48999,Native Hawaiian or Other Pacific Islander,2019,14,247,56.68,5.79
"Unidentified Counties, TX",48999,White,2019,4239,133470,31.76,10.03
"Cache County, UT",49005,White,2019,40,5955,6.72,10.97
"Davis County, UT",49011,White,2019,109,12247,8.9,9.66
"Salt Lake County, UT",49035,American Indian or Alaska Native,2019,15,621,24.15,8.4
"Salt Lake County, UT",49035,Asian,2019,12,1561,7.69,7.91
"Salt Lake County, UT",49035,Black or African American,2019,24,930,25.81,8.79
"Salt Lake County, UT",49035,White,2019,507,33849,14.98,10.08
"Utah County, UT",49049,White,2019,218,27921,7.81,10.06
"Washington County, UT",49053,White,2019,66,5598,11.79,9.57
"Weber County, UT",49057,White,2019,133,8282,16.06,10.5
"Unidentified Counties, UT",49999,American Indian or Alaska Native,2019,20,733,27.29,9.45
"Unidentified Counties, UT",49999,White,2019,244,17697,13.79,10.77
"Chittenden County, VT",50007,White,2019,17,5916,2.87,12.47
"Unidentified Counties, VT",50999,White,2019,125,12268,10.19,12.55
"Arlington County, VA",51013,White,2019,38,3219,11.8,8.71
"Chesterfield County, VA",51041,Black or African American,2019,40,3982,10.05,9.68
"Chesterfield County, VA",51041,White,2019,72,6939,10.38,9.66
"Fairfax County, VA",51059,Asian,2019,24,6844,3.51,9.5
"Fairfax County, VA",51059,Black or African American,2019,49,4045,12.11,9.45
"Fairfax County, VA",51059,Native Hawaiian or Other Pacific Islander,2019,12,25,480,9.75
"Fairfax County, VA",51059,White,2019,225,21986,10.23,9.69
"Henrico County, VA",51087,Black or African American,2019,40,3448,11.6,9.97
"Henrico County, VA",51087,White,2019,48,4858,9.88,10.79
"Loudoun County, VA",51107,White,2019,55,9909,5.55,9.52
"Prince William County, VA",51153,Black or African American,2019,44,3694,11.91,9.14
"Prince William County, VA",51153,White,2019,116,9471,12.25,8.32
"Spotsylvania County, VA",51177,Black or African American,2019,17,834,20.38,8.41
"Spotsylvania County, VA",51177,White,2019,35,3244,10.79,11.06
"Stafford County, VA",51179,White,2019,34,3680,9.24,10.65
"Alexandria city, VA",51510,Black or African American,2019,12,768,15.62,9.58
"Alexandria city, VA",51510,White,2019,30,1789,16.77,9.57
"Chesapeake city, VA",51550,Black or African American,2019,56,2544,22.01,12.11
"Chesapeake city, VA",51550,White,2019,46,4395,10.47,11.46
"Hampton city, VA",51650,Black or African American,2019,59,2998,19.68,11.21
"Hampton city, VA",51650,White,2019,21,1082,19.41,9.67
"Newport News city, VA",51700,Black or African American,2019,84,2584,32.51,8.89
"Newport News city, VA",51700,White,2019,35,2770,12.64,9.06
"Norfolk city, VA",51710,Black or African American,2019,123,3932,31.28,11.11
"Norfolk city, VA",51710,White,2019,58,2562,22.64,10.16
"Richmond city, VA",51760,Black or African American,2019,134,3680,36.41,9.74
"Richmond city, VA",51760,White,2019,54,2781,19.42,9.74
"Virginia Beach city, VA",51810,Black or African American,2019,65,3067,21.19,10.43
"Virginia Beach city, VA",51810,White,2019,66,7654,8.62,11.36
"Unidentified Counties, VA",51999,Black or African American,2019,484,19898,24.32,10.47
"Unidentified Counties, VA",51999,White,2019,1305,87278,14.95,10.68
"Benton County, WA",53005,White,2019,91,5788,15.72,9.35
"Clark County, WA",53011,White,2019,152,12435,12.22,10.84
"Cowlitz County, WA",53015,White,2019,48,2903,16.53,12.46
"King County, WA",53033,American Indian or Alaska Native,2019,12,706,17,9.5
"King County, WA",53033,Asian,2019,18,11926,1.51,8.67
"King County, WA",53033,Black or African American,2019,79,5269,14.99,9.17
"King County, WA",53033,Native Hawaiian or Other Pacific Islander,2019,21,735,28.57,5.95
"King County, WA",53033,White,2019,239,35484,6.74,9.9
"Kitsap County, WA",53035,White,2019,75,5204,14.41,7.78
"Pierce County, WA",53053,American Indian or Alaska Native,2019,12,573,20.94,10.18
"Pierce County, WA",53053,Asian,2019,15,1768,8.48,7.14
"Pierce County, WA",53053,Black or African American,2019,38,2030,18.72,9.56
"Pierce County, WA",53053,Native Hawaiian or Other Pacific Islander,2019,25,597,41.88,7.58
"Pierce County, WA",53053,White,2019,227,17554,12.93,9.36
"Skagit County, WA",53057,White,2019,54,2947,18.32,9.49
"Snohomish County, WA",53061,Asian,2019,11,2590,4.25,8.38
"Snohomish County, WA",53061,White,2019,172,16504,10.42,10.1
"Spokane County, WA",53063,Native Hawaiian or Other Pacific Islander,2019,11,173,63.58,7.67
"Spokane County, WA",53063,White,2019,168,13309,12.62,11.52
"Thurston County, WA",53067,White,2019,81,5953,13.61,11.27
"Whatcom County, WA",53073,White,2019,50,6121,8.17,10
"Yakima County, WA",53077,American Indian or Alaska Native,2019,44,711,61.88,9.1
"Yakima County, WA",53077,White,2019,220,7900,27.85,10.6
"Unidentified Counties, WA",53999,American Indian or Alaska Native,2019,42,1200,35,9.72
"Unidentified Counties, WA",53999,Black or African American,2019,14,531,26.37,10.21
"Unidentified Counties, WA",53999,White,2019,504,29981,16.81,10.34
"Berkeley County, WV",54003,White,2019,63,2921,21.57,11.32
"Kanawha County, WV",54039,Black or African American,2019,16,514,31.13,10.62
"Kanawha County, WV",54039,White,2019,100,4067,24.59,11.41
"Unidentified Counties, WV",54999,Black or African American,2019,32,1386,23.09,10.94
"Unidentified Counties, WV",54999,White,2019,1020,39645,25.73,11.32
"Brown County, WI",55009,American Indian or Alaska Native,2019,11,349,31.52,12.18
"Brown County, WI",55009,Asian,2019,11,452,24.34,11.27
"Brown County, WI",55009,Black or African American,2019,12,275,43.64,12.08
"Brown County, WI",55009,White,2019,96,7312,13.13,12.61
"Dane County, WI",55025,Black or African American,2019,40,1288,31.06,9.95
"Dane County, WI",55025,White,2019,55,14228,3.87,10.69
"Fond du Lac County, WI",55039,White,2019,34,2877,11.82,10.67
"Kenosha County, WI",55059,Black or African American,2019,36,587,61.33,8.76
"Kenosha County, WI",55059,White,2019,55,4882,11.27,11.05
"Marathon County, WI",55073,White,2019,45,3405,13.22,11.05
"Milwaukee County, WI",55079,Asian,2019,23,1545,14.89,8.27
"Milwaukee County, WI",55079,Black or African American,2019,461,9837,46.86,8.66
"Milwaukee County, WI",55079,White,2019,219,17153,12.77,10.83
"Outagamie County, WI",55087,White,2019,39,5090,7.66,12.27
"Racine County, WI",55101,Black or African American,2019,53,882,60.09,10.11
"Racine County, WI",55101,White,2019,65,4596,14.14,10.13
"Rock County, WI",55105,Black or African American,2019,22,363,60.61,11.67
"Rock County, WI",55105,White,2019,91,4506,20.2,11.74
"Sheboygan County, WI",55117,White,2019,44,2847,15.45,10.91
"Walworth County, WI",55127,White,2019,21,3502,6,10.43
"Washington County, WI",55131,White,2019,19,3837,4.95,11.94
"Waukesha County, WI",55133,White,2019,43,11178,3.85,11.24
"Winnebago County, WI",55139,Black or African American,2019,13,153,84.97,13.23
"Winnebago County, WI",55139,White,2019,45,5241,8.59,12.69
"Unidentified Counties, WI",55999,American Indian or Alaska Native,2019,34,1280,26.56,10.03
"Unidentified Counties, WI",55999,Black or African American,2019,12,832,14.42,9.82
"Unidentified Counties, WI",55999,White,2019,523,58050,9.01,11.1
"Unidentified Counties, WY",56999,American Indian or Alaska Native,2019,35,641,54.6,8.8
"Unidentified Counties, WY",56999,White,2019,281,15808,17.78,10.1
"Baldwin County, AL",01003,Black or African American,2018,31,765,40.52,11.19
"Baldwin County, AL",01003,White,2018,106,5235,20.25,10.6
"Calhoun County, AL",01015,Black or African American,2018,21,1043,20.13,9.24
"Calhoun County, AL",01015,White,2018,70,2497,28.03,10.79
"Etowah County, AL",01055,Black or African American,2018,33,577,57.19,8.73
"Etowah County, AL",01055,White,2018,68,2347,28.97,9.45
"Houston County, AL",01069,Black or African American,2018,51,1054,48.39,9.98
"Houston County, AL",01069,White,2018,48,2037,23.56,11.88
"Jefferson County, AL",01073,Black or African American,2018,336,9875,34.03,9.27
